product_hs92_code,product_name_short,product_name,export_rca,density,pci,cog,export_value,efficiency
9603,Brooms and mops,"Brooms, brushes (including brushes constituting parts of machines,appliances or vehicles), hand-operated mechanical floor sweepers, not motorized, mops and feather dusters; prepared knots and tufts for broom or brush making; paint pads and rollers;squeege",0.327772,0.18600000000000005,0.32,0.703,49100253,0.39263803680981596
4012,Used pneumatic tires of rubber,"Retreaded or used pneumatic tires of rubber; solid or cushion tires, tire treads and tire flaps, of rubber",0.248975,0.18600000000000005,0.291,0.794,8775050,0.3570552147239264
3307,Toiletries,"Pre-shave, shaving or after-shave preparations, personal deodorants, bath preparations, depilatories and other perfumery, cosmetic or toilet preparations, not elsewhere specified or included; prepared room deodorizers, whether or not perfumed",0.217614,0.18500000000000005,0.247,0.571,38685120,0.3026960784313726
9403,Other furniture and parts,Other furniture and parts thereof,0.885838,0.19799999999999995,0.24,0.602,1089551220,0.298879202988792
3210,Other paints and varnishes,"Other paints and varnishes (including enamels, lacquers and distempers); prepared water pigments of a kind used for finishing leather",0.516852,0.18799999999999994,0.242,0.692,4778702,0.29766297662976626
6507,Headbands,"Headbands, linings, covers, hat foundations, hat frames, peaks (visors) and chin straps, for headgear",0.428102,0.18999999999999995,0.219,0.68,2059173,0.27003699136868065
3808,"Insecticides, rodenticides, fungicides, etc.","Insecticides, rodenticides, fungicides, herbicides, antisprouting products and plant-growth regulators, disinfectants and similar products, put up in forms or packings for retail sale or as preparations or articles (for example, sulfur-treated bands, wick",0.748911,0.18200000000000005,0.198,0.519,371928007,0.2417582417582418
3920,"Other plates of plastics, noncellular and not reinforced","Other plates, sheets, film, foil and strip, of plastics, noncellular and not reinforced, laminated, supported or similarly combined with other materials",0.7762,0.18799999999999994,0.194,0.543,581088440,0.23862238622386223
9401,Seats,"Seats (other than those of heading 9402), whether or not convertible into beds, and parts thereof",0.614571,0.18799999999999994,0.167,0.573,645681153,0.2054120541205412
7604,Aluminum bars,"Aluminum bars, rods and profiles",0.637967,0.20199999999999996,0.139,0.5,166540089,0.1739674593241552
9503,Toys,Labeled for use by other persons,0.706935,0.18200000000000005,0.133,0.45,503028730,0.1623931623931624
3901,Polymers of ethylene,"Polymers of ethylene, in primary forms",0.334082,0.18300000000000005,0.13,0.477,299613259,0.15892420537897312
2106,Food preparations n.e.c.,Food preparations not elsewhere specified or included,0.930496,0.19099999999999995,0.113,0.505,628174093,0.13950617283950617
4017,Hard rubber,"Hard rubber (for example, ebonite) in all forms, including waste and scrap; articles of hard rubber",0.225648,0.19499999999999995,0.108,0.6,615238,0.13399503722084366
4411,Fiberboard of wood,"Fiberboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances",0.919754,0.20099999999999996,0.073,0.331,122431024,0.09124999999999998
7309,"Tanks etc. > 300 liters, iron or steel","Tanks etc, over 300 liter capacity, iron or steel",0.332069,0.18500000000000005,0.067,0.558,20018244,0.08210784313725492
2803,Carbon,"Carbon, nesoi (including carbon black)",0.3183,0.18200000000000005,0.062,0.576,24737542,0.07570207570207571
5806,Narrow woven fabrics,"Narrow woven fabrics, other than goods of heading 5807; narrow fabrics consisting of warp without weft assembled by means of an adhesive (bolducs)",0.459226,0.21599999999999997,0.046,0.452,21536578,0.058598726114649675
4817,Letterstock,"Envelopes, letter cards, plain postcards and correspondence cards, of paper or paperboard; boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing an assortment of paper stationery",0.317292,0.18600000000000005,0.009,0.665,4236956,0.011042944785276074
7612,"Aluminum containers, <300 liters","Aluminum casks, drums, cans, boxes and similar containers (including rigid or collapsible tubular containers), for any material (other than compressed or liquefied gas), of a capacity not exceeding300 liters, whether or not lined or heat insulated, but no",0.439457,0.18999999999999995,-0.018,0.466,35570558,-0.02219482120838471
