product_hs92_code,product_name_short,product_name,export_rca,density,pci,cog,export_value,efficiency
8414,"Pumps, compressors, fans, etc.","Air or vacuum pumps, air or other gas compressors and fans; ventilating or recycling hoods incorporating a fan, whether or not fitted with filters; parts thereof",0.237528,0.15500000000000003,1.386,1.338,255305617,1.6382978723404256
9032,Automatic regulating instruments,Automatic regulating or controlling instruments and apparatus; parts and accessories thereof,0.22409,0.15700000000000003,1.38,1.111,96425328,1.6350710900473933
2934,Nucleic acids and their salts,"Nucleic acids and their salts, whether or not chemically defined; other heterocyclic compounds",0.279983,0.15300000000000002,1.385,1.135,90625657,1.6332547169811322
3919,Self-adhesive plastic sheets,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether or not in rolls",0.218245,0.14100000000000001,1.352,1.324,63400671,1.5720930232558141
7223,Wire of stainless steel,Wire of stainless steel:,0.751702,0.14900000000000002,1.328,1.338,21691810,1.5586854460093897
2940,"Other sugars, chemically pure","Sugars, chemically pure, other than sucrose, lactose, maltose, glucose and fructose; sugar ethers, sugar acetals and sugar esters, and their salts, other than products of heading 2937, 2938 or 2939:",0.743585,0.14100000000000001,1.334,1.351,13539139,1.5511627906976746
8484,Gaskets and similar joints of metal sheeting,"Gaskets and similar joints of metal sheeting combined with other material or of two or more layers of metal; sets or assortments of gaskets and similar joints, dissimilar in composition, put up in pouches, envelopes or similar packings; mechanical seals",0.279095,0.15000000000000002,1.261,1.272,15931682,1.4817861339600469
6804,Grindstones,"Millstones, grindstones, grinding wheels and the like, without frameworks, for grinding, sharpening, polishing, trueing or cutting, hand sharpening or polishing stones, and parts thereof, of natural stone, of agglomerated natural or artificial abrasives,",0.423254,0.15500000000000003,1.249,1.406,26043755,1.476359338061466
4704,"Chemical woodpulp, sulfite","Chemical woodpulp, sulfite, other than dissolving grades",0.423557,0.123,1.289,0.912,2698832,1.4681093394077447
5906,Rubberized textile fabrics,"Rubberized textile fabrics, other than those of heading 5902",0.857226,0.14200000000000002,1.22,1.201,16870230,1.420256111757858
7229,Wire of other alloy steel,Wire of other alloy steel,0.661346,0.16900000000000004,1.13,1.068,21559300,1.3581730769230769
4005,Compounded rubber,"Compounded rubber, unvulcanized, in primary forms or in plates, sheets or strip",0.635024,0.14700000000000002,1.153,1.12,50851305,1.3501170960187354
8511,Electrical ignition equipment,"Electrical ignition or starting equipment of a kind used for spark-ignition or compression-ignition internal combustion engines (for example, ignition magnetos, magneto-dynamos, ignition coils, spark plugs and glow plugs, starter motors); generators (for",0.457022,0.15400000000000003,1.136,1.146,115092523,1.3412042502951593
9001,Optical fibers,"Optical fibers and optical fiber bundles; optical fiber cables other than those of heading 8544; sheets and plates of polarizing material; lenses (including contact lenses), prisms, mirrors and other optical elements, of any material, unmounted, other tha",0.415782,0.16900000000000004,1.108,1.075,138361676,1.3317307692307694
7017,"Laboratory, hygienic or pharmaceutical glassware","Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated",0.224328,0.14600000000000002,1.132,1.21,3561439,1.3239766081871345
5603,Nonwoven textiles,"Nonwovens, whether or not impregnated, coated, covered or laminated",0.358661,0.15600000000000003,1.112,1.098,68942209,1.315976331360947
8505,Electromagnets,"Electromagnets; permanent magnets and articles intended to become permanent magnets after magnetization;electromagnetic or permanent magnet chucks, clamps and similar holding devices;electromagnetic couplings, clutches and brakes; electromagnetic lifting",0.357949,0.15500000000000003,1.11,1.098,47598049,1.3120567375886527
9029,Meters,"Revolution counters, production counters, taximeters, odometers, pedometers and the like; speedometers and tachometers, other than those of heading 9014 or 9015; stroboscopes;parts and accessories thereof",0.451979,0.17500000000000004,1.083,0.956,50369315,1.311138014527845
2924,Carboxyamide-function compounds,Carboxyamide-function compounds; amide-function compounds of carbonic acid,0.230021,0.14100000000000001,1.121,0.911,23087345,1.3034883720930233
2930,Organo-sulfur compounds,Organo-sulfur compounds,0.218032,0.16700000000000004,1.086,1.037,19391846,1.302158273381295
8404,Auxiliary parts for use with boilers,"Auxiliary plant for use with boilers of heading 8402 or 8403 (for example, economizers, super-heaters, soot removers, gas recoverers); condensers for steam or other vapor power units; parts thereof",0.23427,0.17400000000000004,1.07,1.028,4201237,1.293833131801693
