rank,product_hs92_code,product_name_short,pci
1457,4816,Other carbon paper,-0.071
1458,4204,Articles of leather for technical uses,-0.076
1459,4204,,-0.076
1460,8802,,-0.079
1461,8802,Other aircraft and spacecraft,-0.079
1462,5807,,-0.085
1463,1105,Potato flour,-0.085
1464,5807,Labels and badges of textiles,-0.085
1465,1105,,-0.085
1466,1206,,-0.086
1467,1206,Sunflower seeds,-0.086
1468,3920,,-0.088
1469,3920,"Other plates of plastics, noncellular and not reinforced",-0.088
1470,2518,,-0.089
1471,2518,Dolomite,-0.089
1472,7604,Aluminum bars,-0.091
1473,7604,,-0.091
1474,4503,Articles of natural cork,-0.094
1475,4503,,-0.094
1476,3202,Synthetic tanning substances,-0.099
1477,3202,,-0.099
1478,7901,Unwrought zinc,-0.104
1479,7901,,-0.104
1480,7217,,-0.11
1481,7217,Wire of iron or nonalloy steel,-0.11
1482,2817,Zinc oxide or peroxide,-0.112
1483,2106,,-0.112
1484,2106,Food preparations n.e.c.,-0.112
1485,2817,,-0.112
1486,707,,-0.114
1487,6404,,-0.114
1488,0707,Cucumbers,-0.114
1489,6404,Textile footwear,-0.114
1490,3302,,-0.119
1491,7314,Cloth of iron or steel wire,-0.119
1492,7314,,-0.119
1493,3302,Mixtures of odoriferous subtances,-0.119
1494,4205,Other articles of leather,-0.126
1495,4205,,-0.126
1496,4202,Trunks or cases,-0.127
1497,4202,,-0.127
1498,0808,Apples & pears,-0.13
1499,808,,-0.13
1500,5808,Braids in piece,-0.133
1501,2807,,-0.133
1502,2807,"Sulfiric acid, oleum",-0.133
1503,5808,,-0.133
1504,7612,"Aluminum containers, <300 liters",-0.134
1505,7612,,-0.134
1506,7502,Nickel unwrought,-0.138
1507,7502,,-0.138
1508,5401,,-0.14
1509,5401,Synthetic sowing thread,-0.14
1510,1518,,-0.144
1511,1518,"Animal or vegetable fats and oils, processed",-0.144
1512,2839,,-0.145
1513,2839,Silicates,-0.145
1514,3209,"Paints and varnishes, aqueous",-0.146
1515,2204,Wine,-0.146
1516,2204,,-0.146
1517,3209,,-0.146
1518,8309,,-0.148
1519,8309,"Stoppers, caps and lids of metal",-0.148
1520,7805,,-0.156
1521,7805,"Lead tubes, pipes and fittings",-0.156
1522,5805,Hand-woven tapestries,-0.157
1523,5805,,-0.157
1524,3917,,-0.16
1525,3917,Plastic tubes and fittings,-0.16
1526,2829,,-0.163
1527,2829,Sodium chlorate,-0.163
1528,2811,Other inorganic acids,-0.164
1529,2811,,-0.164
1530,2804,Silicon & rare gases,-0.165
1531,2804,,-0.165
1532,8437,Machinery for processing grain,-0.167
1533,8437,,-0.167
1534,4419,,-0.167
1535,4419,Wooden kitchenware,-0.167
1536,1213,Cereal straw and husks,-0.169
1537,1213,,-0.169
1538,2519,,-0.172
1539,2519,Natural magnesia,-0.172
1540,6910,"Ceramic sinks, washbasins, and similar sanitary fixtures",-0.176
1541,6910,,-0.176
1542,8602,Other rail locomotives,-0.179
1543,8602,,-0.179
1544,5514,,-0.18
1545,5514,Woven fabrics of < 85% synthetic staple fibers weighing > 170 g/m2,-0.18
1546,5301,,-0.184
1547,5301,"Flax, raw or processed",-0.184
1548,7614,"Aluminum wire, not insulated",-0.184
1549,7614,,-0.184
1550,6403,,-0.191
1551,6403,Leather footwear,-0.191
1552,1503,,-0.193
1553,1503,"Lard oil, tallow oil etc.",-0.193
1554,9606,,-0.195
1555,9606,Buttons,-0.195
1556,5407,,-0.196
1557,5407,Woven fabrics of synthetic filament yarn,-0.196
1558,5505,,-0.199
1559,5505,Waste of man-made fibers,-0.199
1560,7803,,-0.204
1561,7803,"Lead bars, rods, profiles and wire",-0.204
1562,7408,Copper wire,-0.205
1563,7408,,-0.205
1564,7806,Other articles of lead,-0.207
1565,7806,,-0.207
1566,1806,Chocolates,-0.209
1567,1806,,-0.209
1568,7101,Pearls,-0.21
1569,7101,,-0.21
1570,7615,,-0.21
1571,7615,Household articles of aluminum,-0.21
1572,2833,,-0.211
1573,2833,Sulfates,-0.211
1574,1107,Malt,-0.216
1575,1107,,-0.216
1576,6812,,-0.22
1577,6812,Asbestos fibres,-0.22
1578,5701,"Carpets, knotted",-0.222
1579,5701,,-0.222
1580,6406,Parts of footwear,-0.225
1581,6406,,-0.225
1582,8902,Fishing vessels,-0.227
1583,8902,,-0.227
1584,7116,Articles of precious stones,-0.228
1585,7116,,-0.228
1586,8474,Machinery for working minerals,-0.23
1587,8474,,-0.23
1588,8478,,-0.234
1589,8478,Machinery for preparing tobacco,-0.234
1590,2512,Siliceous fossil meals and earths,-0.236
1591,2512,,-0.236
1592,2507,,-0.239
1593,207,,-0.239
1594,0207,Poultry,-0.239
1595,2507,Kaolin,-0.239
1596,5702,,-0.244
1597,5702,Woven carpets and rugs,-0.244
1598,4004,Scrap of rubber,-0.245
1599,4004,,-0.245
1600,6811,Asbestos-cement or cellulose fiber-cement,-0.247
1601,6811,,-0.247
1602,4411,,-0.249
1603,4411,Fiberboard of wood,-0.249
1604,3802,Activated carbon,-0.25
1605,3802,,-0.25
1606,4015,,-0.252
1607,4015,Vulcanized rubber articles of apparel,-0.252
1608,6213,Handkerchiefs,-0.254
1609,3402,Cleaning products,-0.254
1610,3402,,-0.254
1611,6213,,-0.254
1612,4203,,-0.255
1613,4203,Leather apparel,-0.255
1614,2815,,-0.256
1615,2815,Sodium hydroxide,-0.256
1616,4821,,-0.26
1617,4821,Paper labels,-0.26
1618,5506,,-0.261
1619,5506,"Synthetic staple fibers, processed",-0.261
1620,8544,,-0.263
1621,8544,Insulated electrical wire,-0.263
1622,8705,Special purpose motor vehicles,-0.264
1623,8705,,-0.264
1624,0401,Milk,-0.276
1625,401,,-0.276
1626,6116,"Gloves, knit",-0.276
1627,6116,,-0.276
1628,2102,,-0.277
1629,2102,Yeasts,-0.277
1630,7316,,-0.28
1631,7316,Anchors of iron or steel,-0.28
1632,6307,Other made up articles,-0.282
1633,6307,,-0.282
1634,3907,Polyacetals,-0.283
1635,3907,,-0.283
1636,6309,Used clothes and textiles,-0.295
1637,6309,,-0.295
1638,4110,,-0.296
1639,4110,Waste of leather,-0.296
1640,2825,,-0.297
1641,2825,"Metal base oxides, n.e.c.",-0.297
1642,5103,Wool or animal hair waste,-0.297
1643,5103,,-0.297
1644,4501,"Natural cork, raw",-0.299
1645,4501,,-0.299
1646,6216,,-0.304
1647,6216,Gloves,-0.304
1648,2820,Manganese oxides,-0.308
1649,2820,,-0.308
1650,4404,,-0.314
1651,4404,Strips and other pieces of wood,-0.314
1652,4418,Wood carpentry for construction,-0.317
1653,4418,,-0.317
1654,6809,Plaster articles,-0.323
1655,6809,,-0.323
1656,403,,-0.326
1657,0403,Fermented milk products,-0.326
1658,2840,Borates,-0.327
1659,2840,,-0.327
1660,4421,,-0.332
1661,4421,Other articles of wood,-0.332
1662,5601,,-0.333
1663,5601,Wadding of textile materials,-0.333
1664,2006,"Vegetables, fruits and nuts, preserved by sugar",-0.334
1665,5802,Terry cloth,-0.334
1666,2006,,-0.334
1667,5802,,-0.334
1668,6306,"Tents, tarpaulins, etc.",-0.341
1669,6306,,-0.341
1670,1901,Malt extract,-0.341
1671,1901,,-0.341
1672,3808,"Insecticides, rodenticides, fungicides, etc.",-0.343
1673,5608,Nets,-0.343
1674,5608,,-0.343
1675,3808,,-0.343
1676,7005,Float glass,-0.347
1677,7005,,-0.347
1678,6801,"Flagstones, of natural stone",-0.349
1679,6801,,-0.349
1680,2517,Gravel,-0.351
1681,2517,,-0.351
1682,8429,,-0.356
1683,5509,"Yarn of synthetic staple fibers, not for retail sale",-0.356
1684,5509,,-0.356
1685,8429,"Self-propelled bulldozers, excavators and road rollers",-0.356
1686,7213,,-0.358
1687,7213,Hot rolled bars of iron,-0.358
1688,201,,-0.358
1689,0201,Beef,-0.358
1690,1522,,-0.364
1691,1522,Degras and wax residues,-0.364
1692,2521,Limstone,-0.373
1693,2827,,-0.373
1694,2827,"Chlorides, bromides, iodides etc.",-0.373
1695,2521,,-0.373
1696,9404,Mattresses and bedding,-0.376
1697,9404,,-0.376
1698,2509,Chalk,-0.382
1699,2509,,-0.382
1700,5503,Synthetic staple fibers,-0.384
1701,5503,,-0.384
1702,7311,Containers for compressed or liquified gas,-0.385
1703,7311,,-0.385
1704,2508,Clays,-0.386
1705,2508,,-0.386
1706,4406,Wooden railway ties,-0.392
1707,4406,,-0.392
1708,4417,Wooden tools,-0.395
1709,4417,,-0.395
1710,9015,Surveying instruments,-0.4
1711,9015,,-0.4
1712,6901,,-0.402
1713,6901,"Bricks, blocks, and other ceramic goods",-0.402
1714,2828,,-0.405
1715,2828,Hyopchlorites,-0.405
1716,2619,Iron or steel slag,-0.408
1717,0206,Edible offal,-0.408
1718,206,,-0.408
1719,2619,,-0.408
1720,405,,-0.414
1721,0405,Butter,-0.414
1722,6202,"Womens overcoats, not knit",-0.417
1723,2201,,-0.417
1724,6202,,-0.417
1725,3503,Gelatin,-0.417
1726,3503,,-0.417
1727,2201,Waters,-0.417
1728,4818,,-0.42
1729,4818,Toilet paper,-0.42
1730,5810,,-0.421
1731,5810,Embroidery in the piece,-0.421
1732,1108,Starches,-0.423
1733,1108,,-0.423
1734,8609,,-0.425
1735,8609,Containers for multimodal transportation,-0.425
1736,2824,,-0.427
1737,2103,,-0.427
1738,2103,Sauces and seasonings,-0.427
1739,9701,Paintings and drawings,-0.427
1740,2824,Lead oxides,-0.427
1741,9701,,-0.427
1742,5804,,-0.428
1743,5804,Lace and net fabrics,-0.428
1744,6115,"Socks, stockings, etc., knit",-0.43
1745,6115,,-0.43
1746,3923,Packing lids,-0.432
1747,3923,,-0.432
1748,1904,Cereal foods,-0.433
1749,1904,,-0.433
1750,2309,Animal feed,-0.446
1751,2309,,-0.446
1752,1502,,-0.454
1753,1502,"Bovine, sheep and goat fats",-0.454
1754,5212,,-0.457
1755,5212,Other woven cotton fabrics,-0.457
1756,1704,,-0.458
1757,1704,Confectionery sugar,-0.458
1758,105,,-0.46
1759,0105,Fowl,-0.46
1760,5210,,-0.462
1761,5210,Woven fabrics of cotton of < 85% weighing < 200 g/m2,-0.462
1762,2208,Spirits < 80% alcohol,-0.464
1763,2208,,-0.464
1764,7216,Angles of iron or nonalloy steel,-0.465
1765,7216,,-0.465
1766,2524,Asbestos,-0.466
1767,2524,,-0.466
1768,6002,,-0.472
1769,6002,Other knitted fabrics,-0.472
1770,5508,,-0.473
1771,6217,Other clothing accesories,-0.473
1772,6217,,-0.473
1773,5508,Synthetic staple fibers sewing thread,-0.473
1774,4820,Notebooks,-0.476
1775,4820,,-0.476
1776,8907,,-0.479
1777,8907,Other floating structures,-0.479
1778,7201,Pig iron,-0.481
1779,9605,,-0.481
1780,9605,Travel sets,-0.481
1781,4707,Paper waste,-0.481
1782,4707,,-0.481
1783,7201,,-0.481
1784,7010,,-0.484
1785,7010,Glass containers for conveyance,-0.484
1786,1905,,-0.488
1787,1905,Bakery products,-0.488
1788,6304,,-0.489
1789,6304,Other furnishing articles,-0.489
1790,4803,,-0.494
1791,4803,Tissue,-0.494
1792,6503,Felt hats,-0.496
1793,0811,"Fruits and nuts, frozen",-0.496
1794,811,,-0.496
1795,6503,,-0.496
1796,7317,Nails and similar articles of iron or steel,-0.498
1797,7317,,-0.498
1798,0701,Potatoes,-0.504
1799,701,,-0.504
1800,6904,Ceramic building bricks,-0.505
1801,6904,,-0.505
1802,2712,Petroleum jelly,-0.51
1803,2712,,-0.51
1804,7306,"Other tubes, pipes and hollow profiles of iron or steel",-0.519
1805,7306,,-0.519
1806,9206,,-0.52
1807,9206,"Musical instruments, percussion",-0.52
1808,5003,,-0.522
1809,5003,Silk waste,-0.522
1810,6113,Garments knit with impregnated fibers,-0.524
1811,6113,,-0.524
1812,5901,Stiffened textiles,-0.53
1813,5901,,-0.53
1814,0102,Bovine,-0.531
1815,5211,,-0.531
1816,102,,-0.531
1817,5211,Woven fabrics of cotton of < 85% weighing > 200 g/m2,-0.531
1818,6505,"Hats, knit",-0.533
1819,6505,,-0.533
1820,4819,Cardboard packing containers,-0.534
1821,4819,,-0.534
1822,6112,,-0.535
1823,6112,"Activewear, knit",-0.535
1824,6214,,-0.538
1825,6214,"Shawls, scarves, etc.",-0.538
1826,2905,Acyclic alcohols,-0.547
1827,2104,,-0.547
1828,2104,Soups and broths,-0.547
1829,7605,,-0.547
1830,2905,,-0.547
1831,7605,Aluminum wire,-0.547
1832,2101,Coffee extracts,-0.552
1833,2101,,-0.552
1834,6504,Hats,-0.553
1835,6504,,-0.553
1836,2830,,-0.553
1837,2830,Sulfides; polysulfides,-0.553
1838,6401,Waterproof footwear,-0.566
1839,6401,,-0.566
1840,3924,Plastic household articles,-0.568
1841,3924,,-0.568
1842,6701,,-0.58
1843,6701,Feathers or down,-0.58
1844,0706,Carrots & turnips,-0.582
1845,706,,-0.582
1846,6201,"Men's overcoats, not knit",-0.587
1847,6201,,-0.587
1848,2007,"Jams, jellies and marmalades",-0.588
1849,2007,,-0.588
1850,2403,,-0.604
1851,2403,Other manufactured tobacco,-0.604
1852,2513,Natural abrasives,-0.606
1853,2513,,-0.606
1854,0205,Horse meat,-0.607
1855,6210,Garments made of textile felts and nonwoven fabric,-0.612
1856,6210,,-0.612
1857,8901,,-0.612
1858,8901,Cargo ships and similar vessels,-0.612
1859,6302,House linen,-0.613
1860,9999,,-0.613
1861,6302,,-0.613
1862,9999,Commodities not specified according to kind,-0.613
1863,2805,,-0.615
1864,2805,Rare-earth metals,-0.615
1865,0504,"Animal guts, except fish",-0.616
1866,504,,-0.616
1867,5607,Twine and ropes of baste fibers,-0.62
1868,5607,,-0.62
1869,1509,Olive oil,-0.623
1870,1509,,-0.623
1871,2203,Beer,-0.626
1872,7001,,-0.626
1873,2203,,-0.626
1874,7001,Cullet and other scraps of glass,-0.626
1875,2832,,-0.627
1876,2832,Sulfites,-0.627
1877,3101,,-0.628
1878,3101,Animal or vegetable fertilizers,-0.628
1879,1214,,-0.629
1880,1214,Forage products,-0.629
1881,5206,Cotton yarn of < 85%,-0.631
1882,5206,,-0.631
1883,5204,,-0.633
1884,5204,Cotton sewing thread,-0.633
1885,3603,Detonators,-0.637
1886,3603,,-0.637
1887,2715,,-0.638
1888,2715,Bituminous mixtures,-0.638
1889,0809,Peaches & cherries,-0.639
1890,809,,-0.639
1891,6402,Other footwear of rubber or plastics,-0.64
1892,6402,,-0.64
1893,0407,"Eggs, in shell",-0.646
1894,407,,-0.646
1895,2810,,-0.65
1896,2810,Oxides of boron; boric acids,-0.65
1897,7603,,-0.658
1898,7603,Aluminum powders,-0.658
1899,906,,-0.661
1900,0906,Cinnamon,-0.661
1901,7206,,-0.663
1902,7206,Iron and nonalloy steel,-0.663
1903,6212,,-0.666
1904,6212,Brassieres,-0.666
1905,0704,"Cabbages, cauliflowers, broccoli",-0.668
1906,704,,-0.668
1907,4420,,-0.668
1908,4420,"Wood marquetry, ornaments, etc.",-0.668
1909,7106,Silver,-0.669
1910,5308,Yarn of other vegetable textile fibers,-0.669
1911,7106,,-0.669
1912,5308,,-0.669
1913,4206,Articles of gut,-0.675
1914,4206,,-0.675
1915,6209,,-0.681
1916,6209,Babies' garments,-0.681
1917,8430,,-0.687
1918,8430,"Other moving, excavating or boring machinery",-0.687
1919,6310,,-0.691
1920,6310,Used or new rags textile scraps,-0.691
1921,2714,,-0.694
1922,2714,"Bitumen and asphalt, natural",-0.694
1923,6206,,-0.696
1924,6206,Women's shirts,-0.696
1925,1517,,-0.698
1926,1517,Margarine,-0.698
1927,5307,,-0.699
1928,5307,Yarn of textile bast fibers,-0.699
1929,6207,Men's undergarments,-0.703
1930,6207,,-0.703
1931,1512,Sunflower seed oil,-0.704
1932,2836,Carbonates,-0.704
1933,2836,,-0.704
1934,1512,,-0.704
1935,6117,,-0.708
1936,6117,"Other clothing accesories, knit",-0.708
1937,9601,Worked animal carving material,-0.709
1938,9601,,-0.709
1939,5513,,-0.716
1940,5513,Woven fabrics of < 85% synthetic staple fibers weighing < 170 g/m2,-0.716
1941,5001,Silkworm cocoons,-0.719
1942,2620,"Slag, ash and residues containing metals",-0.724
1943,2620,,-0.724
1944,2713,Petroleum coke,-0.725
1945,2713,,-0.725
1946,2308,Vegetable materials for animal feeding,-0.738
1947,2308,,-0.738
1948,1805,Cocoa powder,-0.738
1949,1805,,-0.738
1950,2704,,-0.739
1951,0601,Flower bulbs,-0.739
1952,2704,Coke,-0.739
1953,601,,-0.739
1954,1401,Vegetable materials used for plaiting,-0.741
1955,1401,,-0.741
1956,6405,Other footwear,-0.747
1957,6405,,-0.747
1958,2504,,-0.749
1959,2504,Natural graphite,-0.749
1960,7112,,-0.75
1961,6208,Women's undergarments,-0.75
1962,7112,Scrap of precious metal,-0.75
1963,6208,,-0.75
1964,2005,,-0.754
1965,2005,"Other vegetables, prepared or preserved",-0.754
1966,2001,,-0.757
1967,2001,Pickled fruits and vegetables,-0.757
1968,6204,,-0.765
1969,6204,Women's suits and pants,-0.765
1970,604,,-0.773
1971,0604,Other parts of plants,-0.773
1972,6211,,-0.775
1973,6211,Activewear,-0.775
1974,710,,-0.777
1975,0710,Frozen vegetables,-0.777
1976,1902,,-0.779
1977,1902,Pasta,-0.779
1978,0509,Sponges of animal origin,-0.779
1979,509,,-0.779
1980,602,,-0.782
1981,0602,Other live plants,-0.782
1982,7207,Semifinished products of iron or nonalloy steel,-0.783
1983,7207,,-0.783
1984,6101,"Men's overcoats, knit",-0.784
1985,6101,,-0.784
1986,2837,,-0.785
1987,2837,Cyanides,-0.785
1988,6301,,-0.786
1989,6301,Blankets,-0.786
1990,6107,,-0.791
1991,6107,"Men's undergarments, knit",-0.791
1992,6114,,-0.797
1993,6114,"Other garments, knit",-0.797
1994,503,,-0.797
1995,0503,Horsehair,-0.797
1996,2002,,-0.805
1997,2002,"Tomatoes, prepared or preserved",-0.805
1998,0511,Animal products n.e.c.,-0.811
1999,511,,-0.811
2000,711,,-0.821
2001,5108,,-0.821
2002,5108,"Yarn of animal hair, not for retail sale",-0.821
2003,0711,"Vegetables, provisionally preserved",-0.821
2004,2202,"Waters, flavored or sweetened",-0.822
2005,2202,,-0.822
2006,9703,,-0.827
2007,9703,Sculptures,-0.827
2008,0712,"Vegetables, dried",-0.835
2009,712,,-0.835
2010,6102,"Women's overcoats, knit",-0.848
2011,6102,,-0.848
2012,3103,,-0.85
2013,3103,Phosphatic fertilizers,-0.85
2014,6108,"Women's undergarments, knit",-0.854
2015,6108,,-0.854
2016,2502,Unroasted iron pyrites,-0.855
2017,6104,,-0.857
2018,6104,"Women's suits, knit",-0.857
2019,1302,,-0.863
2020,1302,Vegetable saps and extracts,-0.863
2021,0812,"Fruits and nuts, provisionally preserved",-0.878
2022,812,,-0.878
2023,5105,"Wool, combed",-0.881
2024,5105,,-0.881
2025,506,,-0.883
2026,0506,"Bones, simply prepared",-0.883
2027,4409,Wood shaped along its edges,-0.888
2028,4409,,-0.888
2029,7202,Ferroalloys,-0.89
2030,7202,,-0.89
2031,2801,,-0.896
2032,2801,Iodine,-0.896
2033,6501,Hat forms,-0.9
2034,6501,,-0.9
2035,2716,Electrical energy,-0.903
2036,2716,,-0.903
2037,6802,,-0.914
2038,6802,Worked building stone,-0.914
2039,3201,,-0.915
2040,3201,Vegetable tanning extracts,-0.915
2041,6907,,-0.919
2042,6907,Unglazed ceramic flags and pavers,-0.919
2043,709,,-0.92
2044,0709,Other vegetables,-0.92
2045,6111,"Babies' garments, knit",-0.937
2046,6111,,-0.937
2047,1104,Worked cereal grains,-0.944
2048,2802,,-0.944
2049,2802,"Sulfur, sublimed or precipitated",-0.944
2050,1104,,-0.944
2051,7802,,-0.951
2052,7802,Lead waste or scrap,-0.951
2053,1516,"Vegetable fats, hydrogenated",-0.957
2054,1516,,-0.957
2055,6109,,-0.964
2056,6109,"T-shirts, knit",-0.964
2057,8905,,-0.964
2058,8905,"Special function vessels, n.e.c.",-0.964
2059,2613,Molybdenum ore,-0.965
2060,6110,"Sweaters, pullovers, sweatshirts etc., knit",-0.967
2061,6110,,-0.967
2062,0402,"Milk, concentrated",-0.972
2063,402,,-0.972
2064,1103,,-0.976
2065,1103,Cereal meals,-0.976
2066,6103,"Men's suits, knit",-0.979
2067,6103,,-0.979
2068,0409,Honey,-0.981
2069,409,,-0.981
2070,3105,,-0.981
2071,3105,Mixed fertilizers,-0.981
2072,2503,"Sulphur, crude",-0.983
2073,2503,,-0.983
2074,2306,,-0.985
2075,2306,Solid vegetable oil and fat residues,-0.985
2076,2814,Ammonia,-0.985
2077,2814,,-0.985
2078,4602,,-0.987
2079,4602,Basketwork,-0.987
2080,6205,Men's shirts,-0.988
2081,6205,,-0.988
2082,2522,,-0.994
2083,2522,Quicklime,-0.994
2084,5208,Woven fabrics of cotton of > 85% weighing < 200 g/m2,-0.998
2085,5208,,-0.998
2086,1209,Seeds used for sowing,-0.999
2087,1209,,-0.999
2088,2505,Natural sands,-1.002
2089,2505,,-1.002
2090,8904,,-1.003
2091,8904,Tugs and pusher craft,-1.003
2092,8908,Floating structures for scrapping,-1.013
2093,8908,,-1.013
2094,6203,Men's suits and pants,-1.024
2095,6203,,-1.024
2096,7902,Zinc waste and scrap,-1.032
2097,7902,,-1.032
2098,0806,Grapes,-1.034
2099,806,,-1.034
2100,3104,Potassic fertilizers,-1.035
2101,3104,,-1.035
2102,2009,,-1.039
2103,813,,-1.039
2104,2009,Fruit juices,-1.039
2105,0813,"Fruits, dried",-1.039
2106,4412,,-1.043
2107,4412,Plywood,-1.043
2108,3301,Essential oils,-1.044
2109,3301,,-1.044
2110,1101,Wheat or meslin flour,-1.051
2111,1101,,-1.051
2112,7214,"Other bars of iron, not further worked than forged",-1.069
2113,7214,,-1.069
2114,0908,Nutmeg,-1.076
2115,908,,-1.076
2116,3401,,-1.08
2117,3401,Soap,-1.08
2118,7313,Barbed wire of iron or steel,-1.083
2119,7313,,-1.083
2120,3915,,-1.089
2121,304,,-1.089
2122,3915,Plastic waste,-1.089
2123,0304,Fish fillets,-1.089
2124,202,,-1.093
2125,0202,Beef (frozen),-1.093
2126,2501,,-1.1
2127,2501,Salt,-1.1
2128,6502,Hat shapes,-1.102
2129,6502,,-1.102
2130,1605,Prepared aquatic invertibrates,-1.107
2131,1605,,-1.107
2132,2402,,-1.113
2133,2402,Cigars and cigarettes,-1.113
2134,0909,"Anise, fennel, etc.",-1.113
2135,909,,-1.113
2136,0301,Live Fish,-1.115
2137,301,,-1.115
2138,7410,,-1.122
2139,7410,Copper foil < 0.15 mm thick,-1.122
2140,6106,,-1.132
2141,6106,"Women's shirts, knit",-1.132
2142,2008,"Fruits and nuts, otherwise prepared",-1.141
2143,2008,,-1.141
2144,6105,"Men's shirts, knit",-1.143
2145,6105,,-1.143
2146,5203,,-1.148
2147,5203,"Cotton, carded or combed",-1.148
2148,903,,-1.161
2149,0903,Mate,-1.161
2150,1504,Fish oils,-1.163
2151,1504,,-1.163
2152,702,,-1.182
2153,0702,Tomatoes,-1.182
2154,2520,Gypsum,-1.187
2155,2520,,-1.187
2156,5310,,-1.196
2157,5310,Woven fabrics of jute or of other textile bast fibers,-1.196
2158,1519,,-1.203
2159,1519,Stearic acid,-1.203
2160,2207,,-1.215
2161,2207,Ethyl alcohol > 80%,-1.215
2162,0905,Vanilla,-1.226
2163,905,,-1.226
2164,1604,Prepared or preserved fish,-1.227
2165,1604,,-1.227
2166,106,,-1.23
2167,3602,"Prepared explosives, except gunpowder",-1.23
2168,0106,Other live animals,-1.23
2169,3602,,-1.23
2170,0302,"Fish, excluding fillets",-1.231
2171,302,,-1.231
2172,1507,,-1.231
2173,1507,Soybean oil,-1.231
2174,4601,Products of plaiting materials,-1.24
2175,4601,,-1.24
2176,4104,,-1.251
2177,4104,Tanned hides of bovines or equines,-1.251
2178,0907,Cloves,-1.256
2179,907,,-1.256
2180,1005,,-1.257
2181,1005,Corn,-1.257
2182,0814,Peel of citrus fruit or melons,-1.263
2183,814,,-1.263
2184,8001,Unwrought tin,-1.282
2185,6908,Glazed ceramic flags and pavers,-1.282
2186,6908,,-1.282
2187,8001,,-1.282
2188,5101,Wool,-1.291
2189,5101,,-1.291
2190,1008,,-1.295
2191,1008,Other cereals,-1.295
2192,7204,,-1.299
2193,7204,Ferrous waste and scrap,-1.299
2194,2528,,-1.3
2195,2528,Natural borates,-1.3
2196,3605,,-1.308
2197,3605,Matches,-1.308
2198,8110,Antimony,-1.309
2199,8110,,-1.309
2200,2511,,-1.315
2201,2511,Natural barium sulfate,-1.315
2202,0805,Citrus fruit,-1.319
2203,805,,-1.319
2204,1803,Cocoa paste,-1.321
2205,1803,,-1.321
2206,2301,"Flours of fish, for animal feed",-1.346
2207,2301,,-1.346
2208,1102,Cereal flours,-1.355
2209,1102,,-1.355
2210,4107,Bovine leather further prepared,-1.36
2211,4107,,-1.36
2212,204,,-1.361
2213,0204,Lamb,-1.361
2214,2529,,-1.384
2215,2529,Feldspar,-1.384
2216,4101,,-1.39
2217,4101,Raw hides of bovines or equines,-1.39
2218,5209,Woven fabrics of cotton of < 85% weighing > 200 g/m2,-1.401
2219,5209,,-1.401
2220,1703,Molasses,-1.402
2221,1703,,-1.402
2222,2710,"Petroleum oils, refined",-1.411
2223,2710,,-1.411
2224,7401,Copper mattes,-1.419
2225,4408,,-1.425
2226,4408,Sheets for veneering for plywood,-1.425
2227,3102,,-1.449
2228,3102,Nitrogenous fertilizers,-1.449
2229,7903,,-1.478
2230,1515,Other vegetable fats and oils,-1.478
2231,7903,Zinc powders,-1.478
2232,1515,,-1.478
2233,810,,-1.483
2234,0810,Other fresh fruit,-1.483
2235,0104,Sheep,-1.487
2236,0508,Coral and shells,-1.489
2237,508,,-1.489
2238,1701,,-1.503
2239,1701,Sugarcane & sucrose,-1.503
2240,4907,,-1.506
2241,4907,Unused stamps,-1.506
2242,2530,Mineral substances n.e.c.,-1.53
2243,2530,,-1.53
2244,2523,Cements,-1.533
2245,2523,,-1.533
2246,0807,Melons and papayas,-1.536
2247,807,,-1.536
2248,2516,Granite,-1.544
2249,2516,,-1.544
2250,0603,Cut flowers,-1.546
2251,603,,-1.546
2252,2304,,-1.549
2253,2304,Solid soybean residues,-1.549
2254,7406,,-1.555
2255,2702,Lignite,-1.555
2256,7406,Copper powders and flakes,-1.555
2257,2702,,-1.555
2258,7601,,-1.565
2259,510,,-1.565
2260,0510,Animal products used in pharmaceuticals,-1.565
2261,7601,Unwrought aluminum,-1.565
2262,4407,,-1.572
2263,4407,Wood sawn lengthwise,-1.572
2264,2527,Natural cryolite,-1.575
2265,2527,,-1.575
2266,1903,Tapioca,-1.585
2267,1903,,-1.585
2268,1106,,-1.589
2269,1106,Flour of dried legumes,-1.589
2270,1402,,-1.595
2271,1402,Vegetable materials used as stuffing,-1.595
2272,2822,Cobalt oxides and hydroxides,-1.599
2273,2822,,-1.599
2274,0802,Other nuts,-1.602
2275,802,,-1.602
2276,1208,,-1.616
2277,1208,Flours of oil seeds,-1.616
2278,7602,,-1.623
2279,7602,"Waste or scrap, aluminium",-1.623
2280,6305,Bags for packing goods,-1.625
2281,6305,,-1.625
2282,1006,,-1.635
2283,1006,Rice,-1.635
2284,1403,Vegetable materials used for brooms,-1.668
2285,1403,,-1.668
2286,2510,Natural calcium phosphates,-1.675
2287,2510,,-1.675
2288,4102,Raw skins of sheep or lambs,-1.688
2289,4102,,-1.688
2290,904,,-1.714
2291,0904,Pepper,-1.714
2292,910,,-1.714
2293,0910,Spices,-1.714
2294,2515,Marble,-1.721
2295,XXXX,Trade data discrepancies,-1.721
2296,2515,,-1.721
2297,2525,,-1.733
2298,2525,Mica,-1.733
2299,7404,,-1.746
2300,7404,Copper waste and scrap,-1.746
2301,0507,Whalebone & horns,-1.748
