rank,product_hs92_code,product_name_short,pci
193,9022,X-ray machines,1.155
194,8454,Machines used in metallurgy,1.15
195,8454,,1.15
196,3810,,1.149
197,3810,Pickling preparations for metal surfaces,1.149
198,3821,,1.136
199,3821,Prepared culture media for micro-organisms,1.136
200,9205,"Musical instruments, wind",1.134
201,9205,,1.134
202,8519,,1.134
203,8519,Sound reproducing apparatus,1.134
204,2842,Other salts of acids,1.133
205,2842,,1.133
206,0103,Swine,1.129
207,103,,1.129
208,9111,,1.127
209,9111,Watch cases and parts,1.127
210,8523,Sound storage media,1.123
211,8523,,1.123
212,8713,Wheelchairs,1.12
213,8713,,1.12
214,2705,Non-petroleum gases,1.119
215,2705,,1.119
216,8514,Industrial electric furnaces,1.117
217,8514,,1.117
218,2907,"Phenols, phenol-alcohols",1.11
219,2907,,1.11
220,8482,Ball or roller bearings,1.108
221,8482,,1.108
222,8533,,1.108
223,8533,Electrical resistors,1.108
224,3911,,1.105
225,3911,Petroleum resins,1.105
226,9201,,1.099
227,9201,Pianos,1.099
228,2940,"Other sugars, chemically pure",1.095
229,2940,,1.095
230,7017,"Laboratory, hygienic or pharmaceutical glassware",1.091
231,7017,,1.091
232,6903,Other refractory ceramic goods,1.09
233,6903,,1.09
234,9611,Hand-operated stamps,1.08
235,9611,,1.08
236,9031,,1.077
237,9031,Measuring instruments,1.077
238,9105,Other clocks,1.073
239,9105,,1.073
240,2925,,1.07
241,2925,Carboxyimide-function compounds,1.07
242,8108,Titanium,1.065
243,8108,,1.065
244,9303,,1.061
245,9303,Other firearms,1.061
246,2816,Hydroxides or peroxides of magnesium,1.057
247,2816,,1.057
248,7804,,1.055
249,7804,Lead foil <2mm,1.055
250,8208,,1.055
251,8208,Knives and blades for machines,1.055
252,7302,Railway construction material of iron or steel,1.053
253,7302,,1.053
254,5907,"Other textile fabrics impregnated, coated or covered",1.047
255,5907,,1.047
256,9008,Still image projectors,1.045
257,9008,,1.045
258,9107,,1.042
259,9107,Time switches,1.042
260,8211,Knife sets,1.037
261,8211,,1.037
262,9207,"Musical instruments, electric",1.036
263,9207,,1.036
264,2929,Isocyanates,1.034
265,2929,,1.034
266,8543,Electrical machines with individual functions n.e.c.,1.03
267,8543,,1.03
268,8471,Computers,1.029
269,8471,,1.029
270,4005,Compounded rubber,1.028
271,4005,,1.028
272,2708,Pitch and pitch coke,1.024
273,2708,,1.024
274,8479,Machines n.e.c.,1.021
275,8479,,1.021
276,5905,,1.019
277,5905,Textile wall coverings,1.019
278,9103,,1.019
279,9103,Clocks with watch movements,1.019
280,9203,"Harmoniums, pipe organs, etc",1.017
281,4701,,1.017
282,9203,,1.017
283,9009,Electrostatic photo-copyers,1.017
284,4701,Mechanical woodpulp,1.017
285,9009,,1.017
286,9204,,1.011
287,9204,Accordions and similar instruments,1.011
288,5902,Tire cord fabric,1.011
289,5902,,1.011
290,8101,Tungsten (wolfram),1.01
291,8101,,1.01
292,7006,,1.009
293,7006,Worked glass,1.009
294,8520,Magnetic tape recorders,1.009
295,8520,,1.009
296,9030,Instruments for measuring electricity,1.007
297,9030,,1.007
298,8603,Self-propelled railway coaches,1.003
299,8420,,1.001
300,8420,"Calendering or other rolling machines, other than for metals or glass",1.001
301,8545,Carbon articles for eletrical purposes,0.999
302,8545,,0.999
303,2912,Aldehydes,0.994
304,2912,,0.994
305,8477,,0.992
306,8477,Machinery for working rubber or plastics,0.992
307,9304,,0.989
308,9304,"Other arms (air guns, truncheons, etc.)",0.989
309,2813,Sulfides of nonmetals,0.986
310,5110,,0.983
311,5110,Yarn of coarse animal hair or of horsehair,0.983
312,1506,Other animal fats and oils,0.981
313,1506,,0.981
314,8535,,0.98
315,8535,Electrical apparatus for > 1k volts,0.98
316,7222,,0.973
317,7222,Other bars and rods of stainless steel,0.973
318,8307,Flexible tubing of base metal,0.972
319,8307,,0.972
320,8547,,0.97
321,8547,Insulating fittings for electrical machines,0.97
322,8483,,0.968
323,8483,Transmission shafts,0.968
324,4812,,0.968
325,4812,Filter blocks of paper pulp,0.968
326,8485,,0.966
327,8485,"Machinery parts, not containing electrical features, n.e.c.",0.966
328,5911,,0.965
329,2845,,0.965
330,2845,Non-radioactive isotopes,0.965
331,5911,Textile articles for technical use,0.965
332,5606,,0.962
333,5606,Gimp yarn,0.962
334,8607,,0.959
335,8607,Parts of railway locomotives,0.959
336,9032,,0.957
337,9032,Automatic regulating instruments,0.957
338,4906,"Architectural, engineering, etc. drawings",0.953
339,4906,,0.953
340,8407,,0.948
341,8407,Spark-ignition reciprocating internal combustion piston engines,0.948
342,8503,,0.943
343,8503,Parts for use with electric generators,0.943
344,5906,Rubberized textile fabrics,0.942
345,7107,Silver clad metals,0.942
346,7107,,0.942
347,5906,,0.942
348,7504,Nickel powders,0.937
349,7504,,0.937
350,6805,,0.935
351,6805,Natural or artificial abrasive powder,0.935
352,8601,,0.93
353,8601,Electric trains,0.93
354,3909,,0.928
355,3909,Amino-resins,0.928
356,2917,,0.927
357,2916,Unsaturated acyclic monocarboxylic acids,0.927
358,2917,Polycarboxylic acids,0.927
359,2916,,0.927
360,8539,,0.926
361,8539,Electrical filament,0.926
362,3407,Modeling pastes,0.924
363,3407,,0.924
364,9006,,0.922
365,2826,Flourides,0.922
366,2826,,0.922
367,9006,Photographic cameras,0.922
368,8433,Harvesting or agricultural machinery,0.918
369,8433,,0.918
370,7613,Aluminum containers for compressed or liquefied gas,0.917
371,7613,,0.917
372,9001,Optical fibers,0.916
373,9001,,0.916
374,3504,Peptones,0.915
375,4806,Transparent paper,0.915
376,4806,,0.915
377,3504,,0.915
378,7318,,0.913
379,7318,Screws and similar articles of iron or steel,0.913
380,3704,,0.912
381,3704,"Photographic film, not developed",0.912
382,9005,,0.91
383,4704,,0.91
384,4704,"Chemical woodpulp, sulfite",0.91
385,9005,Binoculars and telescopes,0.91
386,3815,,0.906
387,3815,Catalytic preparations,0.906
388,2922,Oxygen-function amino-compounds,0.901
389,2922,,0.901
390,8406,,0.898
391,8406,Steam turbines,0.898
392,8448,Auxiliary machinery for use with knitting and textile machines,0.896
393,8448,,0.896
394,6804,,0.894
395,6804,Grindstones,0.894
396,8459,Machine tools for drilling by removing metal,0.893
397,8459,,0.893
398,8509,,0.892
399,8509,Electromechanical domestic appliances,0.892
400,8455,,0.891
401,8455,Metal-rolling mills,0.891
402,8109,Zirconium,0.89
403,9610,"Slates and boards, with writing or drawing surfaces",0.89
404,8109,,0.89
405,9610,,0.89
406,8464,Machine tools for working stone,0.889
407,8464,,0.889
408,8706,,0.889
409,8706,Vehicle chassis fitted with engines,0.889
410,8703,,0.884
411,9402,"Medical, dental or veterinary furniture",0.884
412,8703,Cars,0.884
413,9402,,0.884
414,9114,,0.882
415,9114,Other clock or watch parts,0.882
416,8501,Electric motors and generators,0.875
417,8501,,0.875
418,8465,,0.874
419,8465,Machine tools for working wood,0.874
420,7320,Springs of iron or steel,0.872
421,7320,,0.872
422,8404,Auxiliary parts for use with boilers,0.872
423,8404,,0.872
424,8538,,0.868
425,8538,Parts for electrical apparatus,0.868
426,9612,,0.866
427,8428,Other lifting machinery,0.866
428,8428,,0.866
429,9612,Typewriter ribbons and ink pads,0.866
430,8443,Printers and copiers,0.864
431,8443,,0.864
432,9017,,0.862
433,9017,Drafting tables and machines,0.862
434,8481,,0.861
435,8481,Appliances for thermostatically controlled valves,0.861
436,8529,,0.86
437,6806,Mineral wools and insulating materials,0.86
438,6806,,0.86
439,8529,"Parts of radios, telephones, and T.V.s",0.86
440,8006,,0.858
441,8006,Tin pipes or tubes and pipe fittings,0.858
442,8434,,0.857
443,8434,Dairy machinery,0.857
444,5909,Textile hosepiping and similar tubing,0.857
445,5909,,0.857
446,9019,,0.855
447,9019,Therapy applicances,0.855
448,8436,Other agricultural machinery,0.855
449,8436,,0.855
450,9504,Games,0.851
451,9504,,0.851
452,5801,,0.848
453,5801,Woven pile fabrics,0.848
454,9209,,0.847
455,3003,,0.847
456,8414,,0.847
457,8414,"Pumps, compressors, fans, etc.",0.847
458,3003,"Medicaments, not packaged",0.847
459,9209,Parts of musical instruments,0.847
460,8512,,0.846
461,9104,,0.846
462,9104,Instrument panel clocks for vehicles,0.846
463,8512,Electrical lighting equipment used for motor vehicles,0.846
464,9003,"Frames for spectacles, goggles",0.845
465,9003,,0.845
466,8715,,0.844
467,8715,Baby carriages,0.844
468,9305,,0.843
469,9305,Parts of military weapons,0.843
470,8403,,0.843
471,8403,Central heating boilers,0.843
472,9202,"Musical instruments, string",0.842
473,9202,,0.842
474,8518,,0.842
475,8518,Microphones,0.842
476,8480,,0.837
477,8480,Molding boxes for metal foundry,0.837
478,9025,"Thermometers, hydrometers etc.",0.834
479,9025,,0.834
480,5504,"Artificial staple fibers, not processed for spinning",0.833
481,5504,,0.833
482,8708,,0.832
483,8708,Parts of motor vehicles,0.832
484,8207,,0.831
485,8207,Interchangeable tools for hand tools,0.831
486,3807,,0.83
487,3807,Wood tar and oils,0.83
488,4010,Conveyor belts of vulcanized rubber,0.829
489,4010,,0.829
490,8210,,0.829
491,8210,"Hand-operated appliances, food preparation, <10kg",0.829
492,8441,,0.828
493,8441,Other machinery for making paper,0.828
494,7412,,0.826
495,8421,Centrifuges,0.826
496,8421,,0.826
497,7412,Copper tube or pipe fittings,0.826
498,7105,Diamond dust,0.825
499,7105,,0.825
500,7114,,0.824
501,7114,Goldsmith and silversmith wares,0.824
502,7414,Endless bands of copper wire for machinery,0.823
503,7414,,0.823
504,9112,Clock cases,0.822
505,8546,Electrical insulators of any material,0.821
506,8546,,0.821
507,8531,,0.82
508,8531,Electric sound or visual signaling apparatus,0.82
509,3801,Artificial graphite,0.818
510,3801,,0.818
511,2903,Halogenated derivatives of hydrocarbons,0.817
512,2903,,0.817
513,8106,Bismuth,0.816
514,8106,,0.816
515,9033,,0.813
516,9033,Other parts for machines and appliances,0.813
517,4801,,0.811
518,4801,Newsprint,0.811
519,8511,Electrical ignition equipment,0.809
520,8511,,0.809
521,4902,"Newspapers, journals and periodicals",0.801
522,4902,,0.801
523,9024,Machines for testing the mechanical properties of materials,0.801
524,9024,,0.801
525,4909,,0.8
526,4909,Printed or illustrated postcards,0.8
527,7609,,0.798
528,7609,Aluminum tube or pipe fittings,0.798
529,8462,Machine tools for molding and forging metals,0.797
530,9021,,0.797
531,6602,,0.797
532,8462,,0.797
533,6602,Walking sticks,0.797
534,9021,Orthopedic appliances,0.797
535,8408,Compression-ignition internal combustion piston engines,0.795
536,8408,,0.795
537,3918,,0.795
538,3918,Plastic floor coverings,0.795
539,8302,"Base metal mountings, fittings and similar articles",0.791
540,8302,,0.791
541,8419,Equipment for temperature change of materials,0.79
542,8419,,0.79
543,8402,,0.788
544,8402,Steam boilers,0.788
545,3803,Tall oil,0.788
546,9020,Other breathing appliances and gas masks,0.787
547,9020,,0.787
548,8415,Air conditioners,0.785
549,8415,,0.785
550,8440,,0.784
551,8440,Bookbinding machinery,0.784
552,5605,Metallised yarn,0.774
553,5605,,0.774
554,8435,Machines for wine and juice production,0.773
555,8435,,0.773
556,7415,,0.771
557,7415,Screws and similar articles of copper,0.771
558,8526,Radar,0.769
559,2003,,0.769
560,8526,,0.769
561,2003,"Mushrooms, prepared or preserved",0.769
562,5903,,0.768
563,5903,Textile fabrics impregnated with plastics,0.768
564,8416,,0.767
565,8416,Furnace burners,0.767
566,8507,Batteries,0.766
567,8507,,0.766
568,7109,Gold clad metals,0.765
569,8467,,0.765
570,8467,"Tools for hand working, pneumatic, hydraulic motors",0.765
571,8472,Other office machines,0.765
572,7109,,0.765
573,8472,,0.765
574,9102,Watches,0.764
575,9102,,0.764
576,3403,Lubricants,0.763
577,3403,,0.763
578,8710,Tanks and other armored fighting vehicles,0.763
579,8710,,0.763
580,8451,Machinery for processing fabrics,0.762
581,8451,,0.762
582,3919,Self-adhesive plastic sheets,0.761
583,3919,,0.761
584,5904,Linoleum,0.758
585,5904,,0.758
586,7319,,0.757
587,7319,Articles for sewing of iron or steel,0.757
588,7322,Radiators for central heating of iron or steel,0.752
589,7322,,0.752
590,8516,Electric heaters,0.75
591,8516,,0.75
592,5004,Silk yarn,0.749
593,8537,,0.749
594,5004,,0.749
595,9028,"Gas, liquid or electricity meters",0.749
596,8537,Electrical boards,0.749
597,9028,,0.749
598,8804,,0.747
599,8804,Parachutes,0.747
600,8422,Dish washing machines,0.745
601,8422,,0.745
602,4815,,0.744
603,4815,Floor coverings of paper,0.744
604,4405,,0.743
605,4405,Wood wool or flour,0.743
606,9106,,0.741
607,9106,Apparatus for measuring intervals of time,0.741
608,7012,Glass inners for vacuum flasks,0.74
609,7012,,0.74
610,8527,Reception apparatus for radio broadcasting,0.739
611,8527,,0.739
612,4810,"Paper and paperboard, coated with kaolin",0.738
613,4810,,0.738
614,9026,,0.737
615,9026,Instruments for measuring properties of liquids or gases,0.737
616,0209,Pig and poultry fat,0.736
617,5107,,0.736
618,209,,0.736
619,5107,"Yarn of combed wool, not for retail sale",0.736
620,3601,Propellant powders,0.736
621,8517,,0.734
622,8517,Telephones,0.734
623,9617,,0.73
624,9617,Vacuum vessels,0.73
625,4008,Vulcanized rubber plates,0.73
626,4008,,0.73
627,8204,Wrenches,0.729
628,8204,,0.729
629,8463,"Other machine tools for working metal, without removal",0.728
630,8463,,0.728
631,6603,Parts of umbrellas or walking sticks,0.726
632,6603,,0.726
633,5403,,0.726
634,5403,Artificial filament yarn,0.726
635,7115,Other articles of precious metals,0.724
636,7115,,0.724
637,9109,"Clock movements, complete",0.721
638,9109,,0.721
639,2936,,0.717
640,2936,Vitamins,0.717
641,9018,Medical instruments,0.716
642,8525,"Transmission apparatus for radio, telephone and TV",0.716
643,9018,,0.716
644,8525,,0.716
645,2915,,0.715
646,9014,Navigational instruments,0.715
647,2915,Saturated acyclic monocarboxylic acids,0.715
648,9014,,0.715
649,2918,,0.714
650,2918,Carboxylic acids with additional oxygen function,0.714
651,3005,,0.713
652,3005,"Wadding, gauze and bandages",0.713
653,8424,Sprays and powder dispersers,0.713
654,8424,,0.713
655,8470,"Cash registers, calculators, etc.",0.712
656,8470,,0.712
657,1002,Rye,0.707
658,8417,,0.706
659,9702,Original engravings,0.706
660,8417,Industrial furnaces,0.706
661,9702,,0.706
662,7224,Other alloy steel in primary form,0.705
663,7224,,0.705
664,7020,Other articles of glass,0.704
665,7020,,0.704
666,4007,Vulcanized rubber thread and cord,0.703
667,4007,,0.703
668,8536,,0.7
669,8536,Electrical apparatus for < 1k volts,0.7
670,8004,"Tin plates, sheets and strips, thickness > 0.2 mm",0.698
671,8004,,0.698
672,8412,Other engines and motors,0.695
673,8412,,0.695
674,8608,,0.694
675,8608,Railway track fixtures,0.694
676,3001,Heparin for therapeutic use,0.694
677,3001,,0.694
678,7411,,0.693
679,7411,Copper tubes and pipes,0.693
680,3812,,0.692
681,3812,Stabilizers for rubber or plastic,0.692
682,5111,,0.692
683,5111,Woven fabrics of carded wool,0.692
684,5112,Woven fabrics of combed wool,0.691
685,5112,,0.691
686,1501,"Pig and poultry fat, rendered",0.69
687,1501,,0.69
688,7417,,0.689
689,7417,Copper cooking products,0.689
690,8005,,0.688
691,8005,"Tin foil, thickness < 0.2 mm",0.688
692,7416,Copper springs,0.687
693,7416,,0.687
694,9208,"Other musical instruments, n.e.c.",0.687
695,9208,,0.687
696,8301,,0.685
697,8301,Padlocks and locks,0.685
698,3404,,0.684
699,3404,Artificial and prepared waxes,0.684
700,8002,Tin waste and scrap,0.682
701,3916,Monofilament,0.681
702,3916,,0.681
703,3006,,0.678
704,3006,Pharmaceutical goods,0.678
705,7324,Sanitary ware and parts of iron or steel,0.677
706,7324,,0.677
707,8213,Scissors,0.675
708,8213,,0.675
709,3212,,0.672
710,3212,"Pigments, nonaqueous",0.672
711,5309,,0.67
712,5309,Woven fabrics of flax,0.67
713,7229,,0.669
714,7212,,0.669
715,7212,"Flat-rolled iron, width < 600mm, clad",0.669
716,7229,Wire of other alloy steel,0.669
717,5604,Rubber textiles,0.668
718,5604,,0.668
719,8007,,0.666
720,8007,Other articles of tin,0.666
721,2841,,0.665
722,2841,Salts of oxometallic acids,0.665
723,4006,Unvulcanized rubber rods,0.664
724,4006,,0.664
725,3813,Preparations for fire extinguishers,0.661
726,3813,,0.661
727,9608,Pens,0.659
728,9608,,0.659
729,4016,Other articles of vulcanized rubber,0.658
730,4016,,0.658
731,7009,Glass mirrors,0.655
732,7009,,0.655
733,2703,Peat,0.654
734,2703,,0.654
735,4807,Uncoated composite paper,0.653
736,4807,,0.653
737,8515,Electric soldering machines,0.65
738,8515,,0.65
739,4802,Paper used for graphic purposes,0.647
740,4802,,0.647
741,8521,,0.646
742,8521,Video recording apparatus,0.646
743,4811,,0.645
744,4811,"Cellulose wadding, coated",0.645
745,9301,"Military weapons, other than pistols and swords",0.644
746,9301,,0.644
747,1505,,0.643
748,9306,Munitions of war,0.643
749,1505,Wool grease,0.643
750,9306,,0.643
751,2930,,0.64
752,8409,,0.64
753,8409,Parts suitable for use with spark-ignition engines,0.64
754,8447,Knitting machines,0.64
755,2930,Organo-sulfur compounds,0.64
756,8447,,0.64
757,8801,"Gliders, hang gliders",0.638
758,8801,,0.638
759,8504,,0.637
760,8504,Electrical transformers,0.637
761,4814,,0.635
762,4814,Wallpaper,0.635
763,6803,Worked slate,0.632
764,6803,,0.632
765,3507,Enzymes,0.63
766,3507,,0.63
767,5602,,0.63
768,5602,Felt,0.63
769,9113,,0.629
770,9113,Watch straps,0.629
771,6902,"Bricks, tiles and similar refractory ceramic constructional goods",0.626
772,6902,,0.626
773,7211,,0.626
774,7211,"Flat-rolled iron, width < 600mm, not clad",0.626
775,4908,,0.624
776,4908,Transfers (decalcomanias),0.624
777,8308,"Clasps, buckles etc. of metal",0.622
